SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
519097,RITESH INTER,XT,Q,12.13,12.20,11.95,11.95,11.95,11.65,9,2535,30485.00,
519105,AVT NATURAL ,B ,Q,38.60,38.95,37.90,38.25,38.10,38.15,126,15868,608667.00,
519126,HIND.FOODS  ,XT,Q,330.00,330.00,314.00,324.00,324.00,320.45,35,1168,372957.00,
519136,NAHAR INDUST,B ,Q,78.00,78.05,76.10,77.00,77.00,76.80,88,8157,631075.00,
519152,VADILAL ENT ,XT,Q,1150.00,1160.00,1150.00,1160.00,1160.00,1130.00,5,87,100610.00,
519156,VADILAL IND ,B ,Q,904.90,915.00,882.00,888.25,888.25,899.75,207,1985,1784982.00,
519183,ADF FOODS LT,B ,Q,234.50,241.80,234.00,238.00,238.00,233.85,300,12978,3090363.00,
519216,AJANTA SOYA ,X ,Q,45.95,46.00,43.50,44.10,45.00,45.20,23,4484,200842.00,
519224,WILLIAM.MAGO,T ,Q,86.50,86.50,82.20,82.35,85.75,86.50,13,1288,106691.00,
519248,JVL AGRO    ,B ,Q,24.10,26.00,23.95,25.30,25.25,24.10,326,53170,1338903.00,
519260,SANWARIA    ,B ,Q,18.55,19.35,18.55,19.35,19.35,18.45,551,719885,13852853.00,
519279,MADHUR IND  ,X ,Q,9.31,9.31,9.31,9.31,9.31,9.80,2,1250,11637.00,
519285,TARAI FOODS ,XT,Q,5.25,5.25,4.80,4.80,4.80,5.00,5,2826,14611.00,
519287,MODERN DAIRI,XT,Q,6.60,7.25,6.60,6.90,6.90,6.94,16,6293,41904.00,
519295,BAMBINO AGRO,XT,Q,209.85,231.35,209.85,217.00,217.00,220.85,11,339,73359.00,
519307,VIKAS WSP   ,X ,Q,14.80,16.20,14.80,15.60,15.60,15.05,430,274894,4335158.00,
519359,POONA DAL   ,X ,Q,64.90,64.90,61.30,62.40,62.40,63.35,50,8561,532683.00,
519383,ANIK INDS   ,B ,Q,45.00,46.10,42.05,42.65,42.65,45.50,115,9258,404658.00,
519421,KSE LIMITED ,XT,Q,2990.00,2990.00,2886.00,2900.00,2900.00,2958.05,84,983,2884177.00,
519455,NARBADA     ,XT,Q,33.90,33.90,30.80,30.80,30.80,32.40,18,1270,40437.00,
519457,VIRAT CRANE ,X ,Q,49.50,57.00,49.50,54.95,55.00,52.50,19,2827,155885.00,
519475,CHORDIA FOOD,XT,Q,133.00,135.25,133.00,134.25,134.00,135.00,4,707,94291.00,
519479,OMEGA AGSEED,XT,Q,4.80,4.80,4.80,4.80,4.80,5.00,1,3000,14400.00,
519491,OCEAN AGRO  ,X ,Q,26.00,26.00,23.80,23.90,24.00,25.40,10,553,14098.00,
519494,N K INDUST. ,B ,Q,46.25,46.25,46.25,46.25,46.25,47.50,3,48,2220.00,
519552,HERITGFOOD  ,B ,Q,697.05,715.35,691.00,708.90,714.85,697.25,106,124070,87036421.00,
519560,NEHA INTER. ,X ,Q,6.61,6.61,6.22,6.35,6.40,6.55,36,21591,138827.00,
519566,SIMRAN FARMS,XT,Q,112.55,119.85,111.40,111.55,111.45,117.25,57,4420,496594.00,
519570,LAKSHMI OVER,B ,Q,16.35,17.05,16.25,16.65,16.50,16.50,87,23313,385028.00,
519588,DFM FOODS   ,B ,Q,1479.95,1499.80,1479.95,1480.55,1499.80,1433.60,5,37,54779.00,
519600,CCL PRODUCTS,B ,Q,303.60,304.70,298.65,303.80,304.45,298.55,200,5649,1711736.00,
519602,KELLTONTEC  ,B ,Q,70.00,71.45,67.25,67.70,67.50,71.20,217,29856,2060367.00,
520008,RICO AUTO   ,B ,Q,78.00,79.60,77.50,78.35,78.45,78.35,239,31733,2498833.00,
520021,OMAX AUTOS. ,T ,Q,172.00,175.00,171.10,172.40,173.00,174.75,40,1330,229419.00,
520043,MUNJAL SHOWA,B ,Q,229.85,230.25,225.25,228.95,228.95,226.50,58,1759,403247.00,
520051,JAMNA AUTO  ,B ,Q,94.40,94.95,92.00,92.25,92.25,93.80,1391,354823,33118715.00,
520056,SUNDAR.CLAY ,B ,Q,4827.00,4975.00,4827.00,4975.00,4975.00,4921.95,4,4,19677.00,
520057,JTEKTINDIA  ,B ,Q,115.00,115.00,110.40,111.20,110.60,114.90,193,49472,5589131.00,
520059,MUNAUTO     ,B ,Q,74.15,75.25,73.30,73.55,73.50,74.40,111,15646,1165166.00,
520066,JAYBH.MARUTI,B ,Q,484.00,491.90,473.20,476.95,476.95,479.20,282,5701,2755164.00,
520073,RACLGEAR    ,X ,Q,63.00,64.90,63.00,64.30,64.30,63.80,129,28909,1848465.00,
520075,SAMKRG PIST.,X ,Q,308.00,314.95,307.00,307.35,309.10,302.35,221,15352,4762583.00,
520077,AMTEK AUTO  ,Z ,Q,15.45,15.45,15.45,15.45,15.45,16.25,148,48822,754299.00,
520086,SICAL LOG   ,B ,Q,208.50,209.90,206.00,206.80,208.00,207.25,43,1961,405616.00,
520111,RATNAMNI MET,B ,Q,984.50,984.50,970.00,974.35,970.00,982.70,27,241,235772.00,
520113,VESUVIUS IND,B ,Q,1337.10,1337.10,1300.00,1303.30,1300.00,1307.65,11,59,77396.00,
520119,AUTOMOTIVE S,B ,Q,81.10,81.80,79.00,80.35,80.35,82.25,115,10360,838000.00,
520123,ABC INDIA   ,XT,Q,92.50,95.95,91.55,94.30,94.30,96.00,129,11433,1068749.00,
520127,BALURGHAT TE,XT,Q,5.75,5.75,5.75,5.75,5.75,5.50,1,100,575.00,
520139,JAGSON AIRLI,XT,Q,2.38,2.38,2.38,2.38,2.38,2.49,5,850,2023.00,
520151,SHREY SH LOG,B ,Q,590.00,593.50,580.00,580.15,580.00,575.20,15,308,180674.00,
520155,STARLOG     ,X ,Q,50.50,50.50,44.00,45.25,45.00,47.35,37,2936,131598.00,
521005,INDOVATION  ,XT,Q,12.95,13.00,12.95,12.95,12.95,12.90,6,7200,93347.00,
521016,INDO COUNT  ,A ,Q,94.05,95.15,93.55,94.55,94.50,94.75,215,12977,1226985.00,
521034,SOMA TEXTILE,B ,Q,14.39,14.39,13.52,13.80,14.00,13.66,26,2316,32256.00,
521064,TRIDENT     ,A ,Q,70.80,70.80,68.55,69.05,69.05,68.60,804,121668,8427249.00,
521070,ALOK INDS.  ,T ,Q,2.46,2.46,2.46,2.46,2.46,2.58,111,192254,472944.00,
521082,SPENTEX INDS,T ,Q,3.76,3.99,3.76,3.97,3.99,3.90,12,6788,25797.00,
521097,AMARJOTHI SP,X ,Q,125.60,128.50,122.20,124.25,124.25,126.00,180,26352,3302492.00,
521105,OLYMPIA IND.,XT,Q,111.55,111.55,111.55,111.55,111.55,113.80,1,30,3346.00,
521109,NAGREEKA EXP,B ,Q,35.30,35.30,34.00,34.60,34.80,33.75,17,2945,102441.00,
521113,SUDITI IND. ,XT,Q,66.00,66.95,64.10,64.70,64.30,66.20,22,3500,227521.00,
521127,KHATOR FIBRE,XT,Q,17.86,17.86,17.86,17.86,17.86,17.01,1,50,893.00,
521131,SBFL        ,X ,Q,6.81,6.81,6.81,6.81,6.81,7.16,1,100,681.00,
521141,ADITYA SPIN.,XT,Q,7.32,7.32,7.32,7.32,7.32,7.70,1,80,585.00,
521149,PRIME URBAN ,X ,Q,18.65,18.65,16.55,17.00,17.00,17.30,32,9103,155165.00,
521151,DHANLXMI FAB,X ,Q,31.35,31.35,31.35,31.35,31.35,32.95,2,75,2351.00,
521163,ZODIAC CLOTH,B ,Q,173.90,176.00,171.10,174.05,174.05,170.15,32,1578,274954.00,
521167,FRONT BUSS  ,X ,Q,10.93,10.93,9.40,10.46,10.59,9.97,15,2223,22804.00,
521180,SUPER SPIN. ,T ,Q,13.35,13.50,13.28,13.28,13.28,13.00,3,340,4527.00,
521194,SIL INVEST  ,B ,Q,413.40,433.95,412.95,426.20,426.20,400.30,166,2902,1226790.00,
521200,SURYLAK.COTT,B ,Q,67.75,68.75,67.75,68.75,68.75,68.20,6,600,41150.00,
521206,SAMTEX FASH.,X ,Q,3.45,3.59,3.45,3.54,3.46,3.45,25,7478,26404.00,
521216,DHAN ROTO SP,XT,Q,46.10,46.10,44.05,44.05,44.05,46.10,7,200,9088.00,
521220,DAMOINDUS   ,B ,Q,131.25,131.25,130.50,131.05,131.05,132.00,19,643,84192.00,
521226,UNI ROYAL IN,X ,Q,12.85,12.87,12.79,12.87,12.87,12.26,11,45000,578651.00,
521240,SAMBANDAM SP,X ,Q,128.95,130.00,124.70,129.00,129.00,123.60,24,1024,132094.00,
521242,KANDAGIRI SP,X ,Q,28.00,30.00,25.20,27.50,28.00,27.35,12,111,3073.00,
521248,KITEX GARMEN,B ,Q,243.35,245.50,239.60,241.05,241.00,243.55,144,5534,1345085.00,
522001,CRANEX LTD. ,X ,Q,21.25,21.25,21.25,21.25,21.25,21.25,2,200,4250.00,
522004,BATLIBOI LTD,XT,Q,25.40,26.00,25.30,25.30,25.30,25.30,27,3005,76479.00,
522005,AUSTIN ENGG.,XT,Q,81.10,81.10,80.75,80.75,80.75,81.30,4,35,2829.00,
522014,UNITED DRILL,Z ,Q,288.00,297.50,287.00,297.50,297.50,285.60,18,1065,315502.00,
522017,FLUIDOMAT   ,X ,Q,182.50,185.00,179.05,181.15,180.50,178.00,30,2809,510015.00,
522029,WINDSOR MACH,B ,Q,116.45,124.50,114.95,123.45,123.45,114.95,1213,189663,22778341.00,
522034,SHANTHI GEAR,B ,Q,135.95,136.90,134.30,136.55,136.75,135.80,35,2554,347429.00,
522064,HONDA SIEL  ,B ,Q,1455.00,1488.00,1455.00,1477.40,1477.40,1466.40,91,718,1060321.00,
522073,HITECHGEAR  ,B ,Q,459.00,494.00,458.60,468.80,468.95,455.35,728,11611,5576305.00,
522074,ELGI EQUIP  ,B ,Q,280.00,285.00,280.00,282.25,282.75,280.25,119,3725,1052654.00,
522101,KILBURN ENGG,X ,Q,76.65,78.50,76.00,78.30,78.30,77.15,22,2787,215482.00,
522105,BIRLA PRETEC,X ,Q,8.30,8.35,7.96,8.23,8.16,7.85,28,10819,88780.00,
522108,YUKEN INDIA ,X ,Q,3800.00,3900.00,3760.00,3879.00,3885.00,3769.50,184,3120,11939510.00,
522113,TIMKEN (I)  ,B ,Q,693.60,699.05,690.15,695.25,696.00,695.45,21,307,213555.00,
522122,VOITH PAPER ,XT,Q,883.10,890.10,882.00,886.00,886.00,886.30,14,199,176599.00,
522134,ARTSON ENG  ,X ,Q,75.25,79.50,75.25,76.30,76.10,77.40,94,10127,773583.00,
522152,SOLITAIR MC ,X ,Q,93.50,93.90,89.50,91.00,91.00,90.15,65,4402,403803.00,
522163,DIAMONPOWER ,B ,Q,3.56,3.56,3.56,3.56,3.56,3.74,34,24134,85917.00,
522165,INDSIL HYD  ,X ,Q,168.05,170.50,167.90,168.90,169.20,169.25,96,16262,2743382.00,
522183,ITL INDUSTRS,X ,Q,259.00,259.00,254.00,256.65,254.00,257.20,53,7009,1801063.00,
522195,FRONTIER SPR,X ,Q,161.05,173.25,161.00,168.00,168.00,166.95,48,3540,584760.00,
522205,PRAJ IND.LTD,A ,Q,93.80,95.55,92.65,93.15,93.15,93.05,785,105459,9934523.00,
522207,RASANDIK ENG,XT,Q,242.35,242.35,230.00,230.00,230.00,231.00,6,405,95487.00,
522209,YOGI SUNGWON,XT,Q,1.80,1.80,1.80,1.80,1.80,1.72,9,5250,9450.00,
522215,SWISS GLASS ,X ,Q,169.45,169.45,164.00,165.05,165.00,166.90,35,2122,352638.00,
522217,GUJ APOIND  ,B ,Q,204.60,206.00,204.40,204.70,204.40,203.90,11,390,79913.00,
522229,TANEJA AERO.,X ,Q,51.00,51.80,50.45,50.90,50.90,51.50,113,21328,1089972.00,
522231,CONART ENG. ,X ,Q,38.35,39.80,38.35,39.40,39.40,38.65,20,1943,76118.00,
522241,M.M.FORGINGS,B ,Q,1100.05,1133.70,1100.05,1105.55,1103.00,1123.00,4,23,25368.00,
522249,MAYUR UNIQ. ,B ,Q,500.00,511.95,499.00,503.50,504.00,500.00,161,9803,4933436.00,
522251,CENLUB INDUS,X ,Q,50.00,50.95,48.30,48.70,48.30,49.40,25,763,37932.00,
522257,RAJOO ENGIN.,XT,Q,53.40,56.05,52.30,56.05,56.05,53.40,436,232940,12957864.00,
522261,DOLPHIN OFF.,B ,Q,93.80,97.55,93.30,93.95,93.95,92.85,1016,70531,6748382.00,
522263,JMC PROJECTS,B ,Q,617.60,654.75,617.60,646.20,645.50,624.55,209,2211,1430019.00,
522267,VEEJAY LAKSH,X ,Q,57.50,57.50,55.00,55.00,55.00,55.00,5,360,20071.00,
522275,GET&D       ,A ,Q,379.30,379.30,376.00,376.45,376.00,377.55,61,2091,789943.00,
522281,RAM RAT.WIRE,X ,Q,183.00,187.10,183.00,184.40,184.40,183.10,111,8633,1594602.00,
522285,JAY NECO IND,B ,Q,7.99,8.01,7.71,8.01,8.01,7.63,36,41277,330264.00,
522287,KALPA.POWER ,B ,Q,477.65,478.10,467.35,471.50,468.55,469.75,154,2720,1285817.00,
522292,CHANDNI TE  ,X ,Q,40.90,41.00,40.90,41.00,41.00,39.75,5,600,24575.00,
522294,T & I GLOBAL,X ,Q,68.00,71.45,66.50,70.35,70.35,68.40,81,5249,356244.00,
522295,CONTROL PRNT,B ,Q,458.35,467.00,452.85,458.90,458.85,458.35,44,708,325970.00,
522650,BEMCO HYDRAU,XT,Q,184.65,189.50,184.30,186.00,189.40,193.80,14,1137,211063.00,
523007,ANSAL BUILD.,X ,Q,76.05,79.95,76.05,78.25,78.25,79.30,22,1594,124597.00,
523011,WEIZMANN LTD,B ,Q,48.00,48.00,46.50,46.75,46.75,45.80,7,14,658.00,
523019,B.N.RATHI SE,X ,Q,46.00,46.00,41.10,42.65,43.25,45.05,55,5432,236068.00,
523021,RISHITECH   ,X ,Q,65.00,65.00,64.35,65.00,65.00,65.00,17,5505,357760.00,
523023,SINCLAIR HOT,X ,Q,420.00,437.50,420.00,428.50,427.55,434.25,112,3922,1689937.00,
523025,SAFARI IND. ,X ,Q,689.00,749.45,655.00,666.90,670.00,658.15,170,6279,4263741.00,
523100,COSMO FERR. ,X ,Q,24.00,24.00,23.20,23.20,23.20,24.00,6,1593,36987.00,
523116,SANCO TRANS ,X ,Q,243.50,243.50,243.50,243.50,243.50,245.15,1,50,12175.00,
523127,EIH ASSO.HOT,B ,Q,605.45,607.40,571.00,578.45,578.45,594.65,170,2618,1540515.00,
523144,MEDI CAPS   ,X ,Q,22.45,22.45,20.25,20.45,20.25,21.50,67,12409,256416.00,
523160,MORGAN CRU  ,XT,Q,1460.00,1490.00,1440.05,1461.75,1442.00,1467.35,25,279,408859.00,
523204,ABAN OFFSHO ,A ,Q,173.65,179.50,172.00,174.80,174.85,172.70,3696,370456,65181404.00,
523207,KOKUYOCMLN  ,B ,Q,116.55,119.90,116.55,117.65,117.65,118.00,25,1409,166703.00,
523229,BHARAT SEATS,X ,Q,216.00,226.00,216.00,223.10,223.10,215.90,438,37697,8339915.00,
523232,CONT.PETRO  ,XT,Q,41.90,43.50,41.90,42.50,42.50,41.90,13,1272,54310.00,
523248,MACHINO PLAS,X ,Q,223.00,231.95,223.00,228.00,228.00,226.00,3,55,12613.00,
523260,PEARL POLYME,T ,Q,22.90,22.95,22.70,22.70,22.95,22.70,7,2049,46522.00,
523261,VENKEY'S (I),B ,Q,4000.00,4054.15,3860.00,3871.65,3871.65,3942.70,2547,19839,78272832.00,
523269,ADVANI HOTEL,B ,Q,68.05,68.05,66.00,66.40,66.00,67.00,23,1951,130546.00,
523277,G.V.FILMS   ,X ,Q,0.66,0.70,0.64,0.65,0.65,0.66,52,90143,58631.00,
523283,SUPER HOUSE ,B ,Q,140.40,142.65,139.55,140.65,139.55,140.15,28,1591,225213.00,
523289,RAMA VISION ,XT,Q,18.90,18.90,18.90,18.90,18.90,18.90,4,2100,39690.00,
523301,TCPL PACK   ,B ,Q,550.00,572.90,550.00,560.00,560.00,560.00,37,1371,765913.00,
523319,BALMER LAWRI,B ,Q,219.00,221.70,217.85,219.50,219.50,216.50,141,6065,1328801.00,
523323,KOVAI MEDI. ,T ,Q,1243.00,1245.00,1224.00,1228.15,1225.00,1242.35,69,843,1038359.00,
523329,ELDECO HOUS.,X ,Q,2210.00,2218.50,2125.05,2198.20,2201.00,2200.00,41,502,1107250.00,
523367,DCMSHRIRAM  ,B ,Q,330.00,344.00,326.50,333.15,333.15,326.95,2384,72804,24415078.00,
523369,DCM SHR.IND ,X ,Q,193.55,207.00,192.00,199.50,198.00,194.15,112,4220,829459.00,
523371,MAWANA SUGAR,B ,Q,41.15,44.95,40.85,41.50,41.50,41.70,465,49538,2130076.00,
523384,MAH.RAS.APEX,T ,Q,269.50,269.50,251.30,251.30,251.30,264.50,87,17234,4344151.00,
523385,NILKAMAL L  ,A ,Q,1692.20,1723.00,1675.00,1683.50,1683.50,1700.10,334,2258,3822272.00,
523391,NAHAR POLY  ,B ,Q,57.55,58.45,56.05,56.95,57.00,57.45,153,11560,664227.00,
523395,3M INDIA LTD,B ,Q,20409.20,20572.25,20400.05,20495.50,20572.25,20515.10,29,36,736629.00,
523398,JCHAC       ,B ,Q,2565.95,2600.00,2565.95,2580.40,2580.00,2546.95,14,47,121573.00,
523405,JM FINANCIAL,A ,Q,137.00,142.65,135.00,141.50,141.50,135.35,2359,221499,31097220.00,
523411,ADCINDIA    ,X ,Q,213.05,214.95,207.10,211.00,211.00,211.50,58,7695,1628596.00,
523445,REL INDL INF,B ,Q,462.00,468.50,455.35,457.15,457.15,458.40,1952,82390,38115830.00,
523457,LINDEINDIA  ,A ,Q,463.35,464.30,455.05,460.30,462.00,457.50,33,432,199026.00,
523465,IND.BANK HSG,T ,Q,50.00,50.40,45.60,46.00,46.00,48.00,13,697,33562.00,
523467,JAIMATA GLAS,XT,Q,0.30,0.30,0.30,0.30,0.30,0.30,1,1000,300.00,
523475,LOTUS CHOC  ,XT,Q,40.00,41.90,40.00,41.90,41.90,42.00,14,2300,92564.00,
523483,PACIFIC IND.,X ,Q,135.05,135.05,135.05,135.05,135.05,136.65,1,20,2701.00,
523489,CMM HOSPITAL,XT,Q,23.45,25.85,23.45,23.45,23.45,24.65,8,619,14775.00,
523519,UNI OFF AUTO,XT,Q,2.48,2.48,2.26,2.26,2.26,2.37,4,1151,2821.00,
523523,RAINBOW PAP.,T ,Q,2.36,2.50,2.36,2.50,2.50,2.41,5,4677,11457.00,
523537,APM INDUS.  ,X ,Q,57.10,59.95,57.10,58.55,58.55,58.50,58,9813,574575.00,
523539,PRECISION WR,B ,Q,320.00,320.40,313.00,313.15,313.00,318.55,123,8219,2591907.00,
523550,KRYPTON IND ,X ,Q,10.98,11.00,10.50,10.51,10.51,10.48,23,16461,179640.00,
523566,MARTIN BURN ,XT,Q,61.90,64.25,61.90,64.25,64.25,61.20,70,20823,1317055.00,
523574,FEL         ,B ,Q,38.95,39.45,38.80,39.10,39.20,38.85,139,27379,1071443.00,
523586,IND.TONERS  ,X ,Q,246.80,247.00,242.50,244.35,244.05,244.25,63,2446,598789.00,
523594,KUNSTSTOFFE ,XT,Q,36.50,37.00,35.95,37.00,37.00,36.20,33,20870,760075.00,
523598,SHIPP.CORPN ,A ,Q,74.00,76.05,73.10,74.25,74.10,73.35,1389,224476,16822779.00,
523606,SIKA INTER. ,XT,Q,165.95,166.00,165.95,166.00,166.00,161.10,6,181,30044.00,
523610,ITI LTD.    ,B ,Q,120.00,124.25,120.00,121.05,121.05,121.30,502,75748,9289490.00,
523618,DREDGING COR,B ,Q,631.70,639.70,620.50,623.25,623.25,629.15,572,19888,12511471.00,
523628,PODDAR      ,B ,Q,990.00,999.95,935.10,950.00,950.00,975.10,88,1028,1004638.00,
523630,NATIONAL FER,B ,Q,57.40,57.55,56.05,56.25,56.25,56.90,336,55545,3157742.00,
523638,IP RINGS LTD,X ,Q,170.10,172.95,168.10,169.95,170.00,170.00,30,3833,651059.00,
523642,PI INDUS.LTD,A ,Q,868.20,881.00,868.20,874.85,881.00,861.75,48,423,370023.00,
523648,PLASTIBLEND ,B ,Q,207.05,209.00,202.05,204.40,205.00,208.85,38,1170,241194.00,
523650,REDEX PROTEC,XT,Q,5.70,5.75,5.70,5.75,5.75,5.50,2,30,171.00,
523660,WATERBASE   ,X ,Q,283.65,288.45,280.00,282.65,282.65,282.55,1138,63380,18030329.00,
523672,FLEX FOODS  ,X ,Q,118.10,122.00,118.10,119.35,120.00,118.75,62,5235,629628.00,
523694,APCOTEX IND ,B ,Q,578.00,580.70,555.00,559.20,559.20,561.00,215,4165,2364518.00,
523696,FORTIS MLR  ,X ,Q,61.00,62.00,61.00,61.35,61.35,61.40,49,5551,340054.00,
523704,MASTEK LTD  ,B ,Q,588.70,592.90,570.55,573.50,573.50,582.20,1459,33576,19559760.00,
523708,EIMCO ELECON,B ,Q,444.15,444.15,434.00,440.00,440.00,437.00,21,474,208227.00,
523710,SAYAJI HOTEL,XT,Q,285.10,308.00,285.10,308.00,308.00,296.00,2,12,3535.00,
523716,ASHIANA HOU ,B ,Q,158.05,160.50,158.05,159.45,159.30,158.65,54,2649,422053.00,
523724,VIJAY SHA.BU,B ,Q,16.10,16.15,15.90,15.95,15.95,16.15,26,6276,100188.00,
523732,ECO BOARD IN,XT,Q,4.42,4.88,4.42,4.42,4.42,4.65,4,2219,9908.00,
523736,DPL         ,B ,Q,152.40,154.00,148.15,148.65,148.60,147.95,63,4735,715506.00,
523754,EPC INDUS.  ,X ,Q,142.30,149.00,141.00,147.40,147.40,140.85,867,205532,30313416.00,
523756,SREIINFRA   ,A ,Q,92.10,93.95,90.80,92.00,92.00,91.50,1150,197613,18362792.00,
523768,GUJ.BOROSIL ,X ,Q,119.00,119.90,116.10,116.70,116.70,118.60,159,17342,2046882.00,
523782,MITSHI      ,XT,Q,10.71,10.71,10.71,10.71,10.71,10.20,1,50,535.00,
523792,MAZDA LTD   ,B ,Q,387.00,391.85,384.00,385.75,391.00,392.80,19,215,83138.00,
523796,VICEROY HOTE,B ,Q,13.45,13.65,13.00,13.20,13.20,13.25,69,24704,327962.00,
523826,SOVEREIGN DI,X ,Q,8.13,8.13,8.13,8.13,8.13,8.55,6,3442,27983.00,
523828,MENON BEAR. ,B ,Q,114.25,114.65,110.20,111.25,111.25,112.90,114,7203,809988.00,
523836,GUJ.RAFFIA  ,T ,Q,42.05,42.05,42.05,42.05,42.05,44.20,13,687,28888.00,
523838,SIMPLX INFRA,B ,Q,610.00,614.95,585.05,604.85,606.00,608.00,196,4410,2655764.00,
523840,INN.TECH.PAC,X ,Q,77.00,77.05,75.50,75.95,76.00,75.95,55,13008,988617.00,
523842,SUPER TANNER,X ,Q,4.47,4.92,4.46,4.51,4.65,4.69,16,7805,35158.00,
523844,INVICTA MED ,XT,Q,4.20,4.20,4.20,4.20,4.20,4.00,2,10000,42000.00,
523850,AXTEL INDUS.,X ,Q,99.00,99.00,90.50,92.00,91.65,93.00,19,737,68021.00,
523878,TOTAL EXPORT,XT,Q,1.54,1.54,1.54,1.54,1.54,1.62,1,500,770.00,
524000,MAGMA FIN   ,B ,Q,172.90,173.70,171.00,173.20,173.20,173.45,659,24974,4309450.00,
524013,HIND.FLUROCA,T ,Q,14.71,14.71,14.71,14.71,14.71,14.01,6,6450,94879.00,
524019,KINGFA      ,T ,Q,1140.05,1201.65,1130.00,1198.30,1195.00,1144.45,119,3699,4368765.00,
524037,RAMA PHOSPH ,X ,Q,83.75,86.00,83.75,85.45,86.00,83.40,11,1617,137522.00,
524038,VENLON ENTR ,XT,Q,4.55,4.55,4.25,4.25,4.25,4.47,3,200,880.00,
524051,POLYPLEX    ,B ,Q,472.65,473.45,466.00,467.00,466.00,461.50,29,612,288477.00,
524075,ALBERT DAVID,T ,Q,377.60,382.00,377.60,380.00,380.00,377.10,9,650,247336.00,
524080,HAR.LEATHER ,XT,Q,42.55,42.55,42.55,42.55,42.55,42.55,3,532,22636.00,
524084,MONSANTO (I),A ,Q,2673.95,2732.70,2673.95,2681.75,2680.00,2715.55,32,117,315711.00,
524091,ACRYCIL LTD.,X ,Q,572.00,587.00,564.00,566.15,566.15,564.60,131,6664,3796249.00,
524109,KABRA EXTR  ,B ,Q,121.00,121.00,117.05,117.90,117.90,117.50,106,9976,1182745.00,
524129,VINYL CHEM  ,B ,Q,123.10,123.55,119.70,120.65,120.65,121.45,245,24866,3014607.00,
524136,PEE CEE COSM,X ,Q,160.95,161.00,160.95,161.00,161.00,157.25,6,215,34612.00,
524164,IOL CHEM PH ,B ,Q,102.00,105.85,100.55,102.70,102.70,103.85,658,51757,5338592.00,
524174,KESAR PETRO ,X ,Q,34.10,34.90,32.40,32.85,32.85,34.00,1361,480939,16087830.00,
524200,VINATI ORG. ,B ,Q,893.45,894.20,886.00,892.00,892.00,885.45,82,1585,1413692.00,
524202,LACTOSE(I)  ,XT,Q,79.90,81.90,75.30,79.90,81.80,78.20,43,2764,217979.00,
524204,TEESTA AGRO ,XT,Q,35.50,35.50,35.45,35.45,35.45,35.50,2,110,3904.00,
524208,AARTI INDUST,B ,Q,1303.00,1330.25,1303.00,1327.25,1327.00,1316.75,170,2045,2705618.00,
524210,PENTOKEY ORG,XT,Q,17.90,19.35,17.60,19.35,19.35,18.50,4,35,636.00,
524212,WANBURY LTD ,T ,Q,33.40,33.50,32.35,32.70,32.70,32.80,14,1448,47308.00,
524218,RESONANCE   ,X ,Q,31.00,33.00,30.65,30.80,30.65,31.60,35,3271,101996.00,
524226,GUJ AMB EXP ,B ,Q,293.60,296.95,281.00,283.45,281.05,291.80,311,18057,5163411.00,
524230,RASHTR.CHEM.,A ,Q,81.40,82.10,79.50,80.00,80.00,81.10,1412,340577,27520061.00,
524280,KOPRAN LTD. ,B ,Q,67.90,69.60,67.55,68.05,68.05,67.25,309,35282,2415227.00,
524288,AIMCO PESTI.,X ,Q,182.50,182.50,173.00,176.00,173.00,178.55,94,6033,1069298.00,
524324,SEYAIND     ,B ,Q,595.00,599.75,585.15,592.00,592.00,595.20,75,1851,1095966.00,
524330,JAYANT AGRO ,B ,Q,335.00,338.40,321.10,330.95,331.00,331.55,192,5954,1979448.00,
524332,BCLIL       ,X ,Q,143.40,147.00,140.00,141.85,141.85,141.30,218,36802,5234687.00,
524342,INDOBORAXC  ,X ,Q,522.00,525.90,510.00,524.90,517.00,516.40,20,225,117232.00,
524348,AARTI DRUGS ,B ,Q,573.85,585.00,565.00,582.80,582.80,572.30,194,2732,1585995.00,
524370,BODAL CHEM  ,B ,Q,119.95,119.95,115.20,117.05,117.05,115.65,593,42374,4962213.00,
524372,ORCHIDPHAR  ,Z ,Q,9.50,9.50,9.50,9.50,9.50,9.95,83,36077,342731.00,
524394,VIMTA LABS  ,T ,Q,218.00,218.00,213.15,216.65,217.60,213.40,20,919,196695.00,
524396,BIOFIL CHEM ,T ,Q,15.35,15.35,14.50,15.35,15.35,15.25,3,110,1603.00,
524400,ISHITA DRUGS,XT,Q,17.40,17.50,17.40,17.50,17.50,18.20,4,201,3517.00,
524404,MARKSANS    ,A ,Q,33.20,33.85,33.05,33.20,33.20,33.40,551,214859,7176536.00,
524408,UNIV.STARCH ,XT,Q,37.45,39.25,37.45,38.00,38.00,37.45,13,6920,264447.00,
524412,AAREY DRUGS ,X ,Q,60.45,61.80,58.25,58.95,58.95,59.85,253,236884,14247674.00,
524414,NORRIS MEDI.,XT,Q,24.50,24.50,24.50,24.50,24.50,24.99,1,100,2450.00,
524440,CAMEX LTD   ,XT,Q,34.20,34.85,33.00,33.95,33.95,33.90,25,6968,232907.00,
524444,KAVITIND    ,XT,Q,24.60,25.00,24.00,24.50,25.00,25.00,9,2391,58654.00,
