SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
538570,ACHAL       ,XT,Q,1.43,1.43,1.43,1.43,1.43,1.50,3,760,1086.00,
538596,QUANTBUILD  ,X ,Q,0.95,0.95,0.95,0.95,0.95,0.91,1,2,1.00,
538597,TTIENT      ,XT,Q,1.47,1.47,1.47,1.47,1.47,1.40,5,195,286.00,
538598,VISHAL      ,B ,Q,580.00,595.00,576.00,580.35,589.00,574.90,24,15332,8878311.00,
538607,TOYAMIND    ,XT,Q,2.95,2.98,2.80,2.96,2.98,2.84,52,260848,772268.00,
538610,UNISON      ,X ,Q,46.00,46.00,46.00,46.00,46.00,46.00,2,50000,2300000.00,
538635,SNOWMAN     ,B ,Q,50.60,51.00,49.30,49.50,49.50,50.40,573,84784,4259482.00,
538653,EML         ,X ,Q,25.95,25.95,25.95,25.95,25.95,26.45,8,321,8329.00,
538666,SHARDACROP  ,A ,Q,405.05,415.00,395.60,405.80,400.50,403.65,108,1407,569437.00,
538683,RELSENSEX   ,B ,Q,365.00,365.00,365.00,365.00,365.00,359.59,1,1,365.00,
538685,SHEMAROO    ,B ,Q,489.00,489.00,475.00,479.00,475.00,477.50,27,478,230272.00,
538706,ULTRACAB    ,B ,Q,87.50,90.80,87.50,90.00,90.00,87.10,76,6030,532732.00,
538707,RCCL        ,X ,Q,42.95,42.95,42.85,42.90,42.95,43.00,7,50,2144.00,
538708,ETIL        ,X ,Q,12.80,12.80,12.80,12.80,12.80,12.80,1,700,8960.00,
538713,ATISHAY     ,B ,Q,68.15,68.15,66.65,67.70,66.65,69.45,7,689,46663.00,
538715,DHABRIYA    ,T ,Q,152.90,152.90,147.00,147.25,147.00,147.55,3,60,8891.00,
538730,PDSMFL      ,B ,Q,312.80,313.00,312.00,312.00,312.00,311.05,9,95,29710.00,
538733,STARLIT     ,B ,Q,14.00,14.40,14.00,14.25,14.25,14.15,6,207,2925.00,
538734,CEINSYSTECH ,B ,Q,157.45,157.45,157.45,157.45,157.45,157.90,1,20,3149.00,
538742,PANACHE     ,XT,Q,38.60,38.60,36.65,36.65,36.65,38.55,11,3500,133274.00,
538743,MUDUNURU    ,XT,Q,8.75,8.76,8.75,8.76,8.76,8.35,3,206,1803.00,
538765,JSHL        ,M ,Q,3.70,3.70,3.70,3.70,3.70,3.63,2,10000,37000.00,
538771,PINCON      ,B ,Q,26.75,27.15,26.00,26.20,26.20,25.90,387,80395,2152124.00,
538772,NIYOGIN     ,B ,Q,112.60,114.75,110.35,110.35,110.35,112.60,58,9911,1095066.00,
538786,CIL         ,XT,Q,3.84,3.84,3.84,3.84,3.84,3.66,2,100,384.00,
538788,GILADAFINS  ,X ,Q,35.00,35.00,35.00,35.00,35.00,37.25,1,4,140.00,
538812,AANCHALISP  ,B ,Q,17.90,17.90,15.70,16.10,16.50,16.95,55,14318,239476.00,
538834,MEL         ,X ,Q,11.00,11.00,10.50,10.61,10.60,11.00,24,7887,85047.00,
538835,INTELLECT   ,A ,Q,190.00,195.90,190.00,193.70,194.40,188.85,875,89284,17314285.00,
538836,MONTECARLO  ,B ,Q,549.20,555.85,525.00,532.80,532.80,551.95,186,1679,903843.00,
538837,JSTL        ,X ,Q,39.10,39.20,39.10,39.20,39.15,39.05,5,2301,89994.00,
538838,ICL         ,XT,Q,15.30,15.30,15.30,15.30,15.30,14.58,1,200,3060.00,
538858,CAMSONBIO   ,X ,Q,15.75,16.00,15.50,15.70,15.70,15.90,19,23025,360708.00,
538860,PANAFIC     ,XT,Q,0.29,0.29,0.28,0.28,0.28,0.29,29,67740,19075.00,
538861,AMSONS      ,T ,Q,2.60,2.70,2.50,2.64,2.60,2.60,110,60602,155840.00,
538891,SIPROJECTS  ,X ,Q,249.30,252.90,245.70,249.95,250.00,249.05,1184,17142,4273568.00,
538896,KANCHI      ,XT,Q,225.05,230.00,225.05,229.95,229.95,227.20,9,523,119558.00,
538902,DHUN TEAIND ,B ,Q,304.00,311.85,301.00,306.40,303.00,307.90,26,1430,433953.00,
538922,COSYN       ,X ,Q,93.90,93.90,86.60,89.05,89.75,90.15,47,4476,400757.00,
538942,MERCANTILE  ,XT,Q,11.63,12.20,11.63,12.20,12.20,11.63,3,220,2598.00,
538952,ALFL        ,XT,Q,1.47,1.47,1.47,1.47,1.47,1.48,1,1000,1470.00,
538961,GENUSPAPER  ,B ,Q,12.00,12.50,12.00,12.34,12.32,12.30,32,5209,64037.00,
538962,MINDACORP   ,B ,Q,193.00,199.00,192.35,195.55,195.55,191.65,895,63250,12388311.00,
538963,PACT        ,XT,Q,4.70,4.70,4.28,4.30,4.30,4.50,13,6300,27083.00,
538964,MERCURYLAB  ,XT,Q,459.00,459.00,423.00,447.65,442.00,444.40,6,90,38978.00,
538965,CONCORD     ,X ,Q,23.95,25.00,17.60,21.00,20.00,22.00,38,3622,79805.00,
538987,TALBROSENG  ,X ,Q,338.00,353.65,335.40,351.35,353.60,343.75,58,1496,521753.00,
538992,SAPL        ,X ,Q,145.00,145.00,130.00,130.05,140.00,136.10,26,687,89902.00,
539006,PTCIL       ,X ,Q,559.00,559.50,530.00,558.00,558.00,545.00,12,156,84765.00,
539007,PINCONLIFE  ,XT,Q,2.95,2.96,2.95,2.95,2.95,3.01,414,1152287,3399271.00,
539014,KALPACOMME  ,XT,Q,8.66,8.66,8.66,8.66,8.66,8.83,6,703,6087.00,
539015,ORTEL       ,B ,Q,21.80,22.65,21.40,21.55,21.55,21.25,19,4362,96696.00,
539017,ASHFL       ,B ,Q,97.70,102.95,97.70,97.70,97.70,97.00,8,312,31219.00,
539018,BEEKAY      ,X ,Q,368.00,378.00,360.20,364.75,360.20,372.90,27,700,257010.00,
539026,SSPNFIN     ,M ,Q,23.00,23.00,23.00,23.00,23.00,19.50,1,6000,138000.00,
539031,SETFBSE100  ,B ,Q,110.75,110.75,109.25,109.25,109.25,110.75,7,700,77000.00,
539032,FRASER      ,XT,Q,5.50,5.50,5.23,5.23,5.23,5.50,4,9040,47460.00,
539040,TTIL        ,X ,Q,6.85,6.85,5.98,5.98,5.98,6.63,3,205,1312.00,
539042,AGIIL       ,B ,Q,113.50,116.40,109.80,111.40,110.10,115.55,212,56631,6405980.00,
539043,BKMINDST    ,B ,Q,28.40,30.00,28.40,29.00,29.00,29.05,23,4183,122525.00,
539044,MANAKSTELTD ,B ,Q,30.80,31.00,29.80,30.00,30.00,30.70,53,32247,966131.00,
539045,MNKALCOLTD  ,B ,Q,10.71,11.00,10.25,10.33,10.25,10.36,16,1624,17510.00,
539046,MNKCMILTD   ,B ,Q,18.00,18.00,16.00,16.15,16.50,16.95,109,14404,238331.00,
539056,ADLABS      ,B ,Q,51.75,51.75,50.00,50.50,50.50,51.05,102,9162,464533.00,
539083,INOXWIND    ,A ,Q,111.00,113.65,108.10,108.95,108.10,109.85,459,53025,5866297.00,
539097,YOGYA       ,M ,Q,13.02,13.02,13.02,13.02,13.02,10.85,30,472000,6145440.00,
539113,PML         ,X ,Q,5041.10,5113.00,5041.00,5073.35,5066.00,5195.00,13,21,106840.00,
539118,VRLLOG      ,B ,Q,413.00,426.90,412.95,422.40,422.40,413.95,180,2964,1243317.00,
539122,BODHTREE    ,X ,Q,80.65,80.65,73.35,74.90,73.75,77.70,138,29722,2285556.00,
539123,VBIND       ,X ,Q,60.10,60.55,59.70,60.10,60.30,59.45,320,75086,4523843.00,
539125,LAYLA       ,XT,Q,1.75,1.81,1.65,1.81,1.81,1.73,29,11738,20555.00,
539126,MEP         ,B ,Q,83.00,83.50,81.40,82.60,82.60,82.10,776,137817,11409632.00,
539131,CLLIMITED   ,X ,Q,18.25,19.10,17.30,18.95,19.10,18.20,80,33446,631873.00,
539132,VEGETABLE   ,X ,Q,5.00,6.00,5.00,5.66,5.89,5.16,37,32101,169781.00,
539141,UFO         ,B ,Q,392.40,396.45,392.40,396.25,396.05,397.00,97,1096,432521.00,
539143,SBCL        ,X ,Q,79.00,79.25,79.00,79.00,79.00,79.00,13,4210,333155.00,
539148,SHIVALIK    ,XT,Q,330.05,343.80,330.00,333.25,334.00,335.80,126,9393,3164184.00,
539149,ICSL        ,XT,Q,3.68,3.85,3.68,3.85,3.85,3.87,4,301,1158.00,
539150,PNCINFRA    ,B ,Q,172.55,173.65,166.10,166.45,166.45,168.80,616,22452,3785689.00,
539151,ARFIN       ,X ,Q,443.00,452.80,442.10,448.50,449.00,444.00,7,112,50172.00,
539169,FUNNY       ,T ,Q,3.46,3.46,3.46,3.46,3.46,3.53,10,1899,6570.00,
539176,HAWAENG     ,XT,Q,58.45,58.50,56.00,56.00,56.00,58.90,8,1250,72525.00,
539177,AIIL        ,X ,Q,50.40,55.00,50.40,53.00,53.00,52.00,9,1551,82811.00,
539195,POEL        ,X ,Q,77.05,90.50,77.05,86.55,86.55,79.10,305,67708,6024525.00,
539196,AEL         ,X ,Q,24.95,25.15,23.05,24.05,24.75,24.25,68,6783,156652.00,
539207,MANPASAND   ,B ,Q,400.70,407.30,396.05,397.95,397.95,402.55,786,120371,48348533.00,
539216,JUNCTION    ,M ,Q,29.80,30.65,28.45,30.65,30.65,29.85,3,12000,355600.00,
539217,SRESTHA     ,X ,Q,11.57,12.50,11.56,12.39,12.44,11.99,118,103514,1256220.00,
539219,MUL         ,X ,Q,174.00,174.00,162.00,173.15,173.90,174.95,96,512,86974.00,
539220,MISHKA      ,B ,Q,22.00,22.00,22.00,22.00,22.00,22.00,2,26000,572000.00,
539225,JIYAECO     ,B ,Q,132.05,136.40,132.05,134.45,134.45,133.55,164,42798,5736755.00,
539226,RUDRA       ,B ,Q,180.05,200.10,180.00,180.00,180.00,186.50,12,4082,767650.00,
539227,LOYAL       ,M ,Q,77.00,77.00,75.00,75.25,75.25,74.05,5,15000,1132200.00,
539228,GGPL        ,B ,Q,124.70,124.70,124.70,124.70,124.70,127.20,5,180,22446.00,
539229,MRSS        ,M ,Q,230.00,235.00,230.00,232.50,235.00,229.80,5,6000,1391940.00,
539251,BALKRISHNA  ,B ,Q,80.30,80.30,79.20,79.20,79.20,80.45,15,900,71762.00,
539252,SCFL        ,B ,Q,12.30,12.49,11.79,11.80,11.80,12.34,36,17942,213175.00,
539254,ADANITRANS  ,A ,Q,168.50,174.50,168.30,169.50,169.35,167.45,734,51249,8759636.00,
539255,STARDELTA   ,X ,Q,140.90,140.90,131.50,136.70,136.70,141.00,11,6475,882284.00,
539268,SYNGENE     ,A ,Q,648.15,654.00,614.10,620.45,629.95,642.40,968,23463,14720007.00,
539274,BLFL        ,Z ,Q,9.50,9.50,9.50,9.50,9.50,10.00,1,2,19.00,
539275,MSL         ,M ,Q,101.50,101.55,101.00,101.00,101.00,101.80,6,9000,911475.00,
539276,KAYA        ,B ,Q,1150.00,1167.70,1130.15,1141.40,1141.40,1139.90,102,968,1111730.00,
539278,SYMBIOX     ,XT,Q,1.32,1.32,1.32,1.32,1.32,1.26,9,9738,12854.00,
539287,ORTINLAABS  ,B ,Q,17.45,17.90,16.75,17.00,16.90,17.50,38,7287,125917.00,
539289,MJCO        ,B ,Q,570.05,577.35,561.50,565.30,568.70,570.15,283,8321,4725289.00,
539290,BINDALAGRO  ,B ,Q,28.25,29.15,28.05,28.55,28.60,28.45,26,2217,63395.00,
539300,AKSPINTEX   ,X ,Q,37.20,37.20,33.75,33.75,33.75,35.50,5,626,22086.00,
539301,ARVSMART    ,B ,Q,201.00,207.00,200.00,200.15,200.00,199.85,221,9518,1942930.00,
539302,POWERMECH   ,B ,Q,1039.70,1052.05,1014.20,1026.35,1014.50,1030.65,106,717,743994.00,
539309,RAMASTEEL   ,T ,Q,197.00,198.25,190.00,191.55,192.00,188.85,64,5630,1093660.00,
539310,OYEEEE      ,M ,Q,2.15,2.15,2.15,2.15,2.15,2.05,1,30000,64500.00,
539313,UTINIFTETF  ,B ,Q,1090.00,1105.80,1090.00,1105.80,1105.80,1070.10,2,2,2195.00,
539314,UNIAUTO     ,M ,Q,62.00,66.65,60.00,66.65,66.65,55.55,13,52000,3219700.00,
539331,VETO        ,B ,Q,233.55,236.10,228.25,229.85,231.00,233.30,396,17329,4011842.00,
539332,NAVKARCORP  ,A ,Q,184.70,184.70,176.05,179.00,179.00,177.65,277,19891,3569243.00,
539333,PENPEBS     ,B ,Q,85.00,85.00,82.45,84.15,84.05,83.75,44,5617,473223.00,
539334,SHREEPUSHK  ,B ,Q,218.75,225.00,217.70,219.70,219.70,217.60,312,16086,3562467.00,
539336,GUJGAS      ,A ,Q,860.65,890.00,850.00,879.50,890.00,855.50,235,2109,1840555.00,
539346,SADBHIN     ,B ,Q,133.25,137.00,133.00,134.35,133.00,135.55,66,54883,7487203.00,
539351,PRABHAT     ,B ,Q,177.00,184.75,177.00,179.70,179.15,175.50,270,7351,1330408.00,
539354,POLYSPIN    ,X ,Q,135.00,139.90,130.00,134.60,130.50,133.55,22,1520,198836.00,
539359,PRITIKAUTO  ,XT,Q,178.00,178.00,174.00,174.60,175.00,175.05,37,5356,940085.00,
539363,SKC         ,M ,Q,86.00,86.00,77.00,79.95,79.95,80.65,14,18000,1465500.00,
539384,KRISHNACAP  ,XT,Q,6.90,7.00,6.90,7.00,7.00,6.90,6,60,415.00,
539391,ACME        ,X ,Q,15.80,16.60,15.65,16.00,16.00,16.85,14,2947,46443.00,
539392,SANGFROID   ,Z ,Q,0.95,0.99,0.95,0.99,0.99,0.95,3,10000,9831.00,
539399,BELLACASA   ,B ,Q,198.00,198.00,198.00,198.00,198.00,190.00,1,2,396.00,
539400,MALLCOM     ,X ,Q,276.00,295.00,262.00,295.00,295.00,283.25,14,289,82731.00,
539404,SATIN       ,B ,Q,415.00,415.00,402.00,404.55,402.00,407.05,175,4970,2017192.00,
539407,GENCON      ,X ,Q,278.40,287.80,278.40,282.90,281.00,278.35,163,77774,21857434.00,
539408,KUBERJI     ,XT,Q,5.64,5.64,5.38,5.38,5.38,5.38,3,141,763.00,
539410,SIENERGY    ,XT,Q,11.84,11.85,11.15,11.85,11.85,11.29,47,142160,1627438.00,
539436,COFFEEDAY   ,B ,Q,335.90,340.00,328.75,332.90,332.90,332.10,350,11289,3750874.00,
539437,IDFCBANK    ,A ,Q,47.40,48.75,47.40,48.00,48.00,47.25,1963,594954,28632326.00,
539448,INDIGO      ,A ,Q,1500.05,1502.25,1400.00,1406.80,1406.80,1499.90,4393,108622,156329784.00,
539450,SHK         ,B ,Q,243.40,245.00,238.55,241.10,243.15,241.75,147,4565,1105198.00,
539455,DASL        ,XT,Q,24.70,24.75,24.55,24.65,24.75,24.15,7,4316,106561.00,
539470,SHREEGANES  ,X ,Q,485.00,494.00,424.15,478.25,424.15,470.00,20,433,199959.00,
539479,GTV         ,X ,Q,36.95,36.95,36.95,36.95,36.95,35.95,1,2,73.00,
539480,LICNETFN50  ,B ,Q,103.00,103.00,99.10,102.00,102.00,108.94,7,13,1315.00,
539494,SMARTFIN    ,X ,Q,54.55,54.55,54.55,54.55,54.55,54.55,1,1,54.00,
539516,HDFCNIFETF  ,B ,Q,1120.00,1120.00,1102.90,1102.90,1102.90,1086.45,2,2,2222.00,
539517,SXETF       ,B ,Q,3640.00,3640.00,3590.00,3590.00,3590.00,3560.00,93,6005,21573151.00,
539518,UDAYJEW     ,X ,Q,56.00,58.50,55.60,58.40,58.50,56.40,57,12273,704292.00,
539520,SHAILJA     ,XT,Q,13.00,13.30,12.98,13.30,13.30,12.74,100,50525,666163.00,
539523,ALKEM       ,A ,Q,1949.00,1973.95,1901.05,1966.95,1969.80,1915.15,561,141792,273060822.00,
539524,LALPATHLAB  ,A ,Q,838.50,850.90,800.00,846.45,841.00,844.30,64,706,594264.00,
539528,AAYUSH      ,X ,Q,56.00,58.00,53.10,57.00,57.00,58.00,48,780,43714.00,
539542,LUXIND      ,B ,Q,1986.15,1986.15,1945.75,1957.85,1951.10,1977.40,130,1426,2803207.00,
539544,ABHIINFRA   ,XT,Q,3.25,3.25,3.25,3.25,3.25,3.25,3,460,1495.00,
539545,APOORVA     ,X ,Q,3.51,3.51,3.25,3.30,3.25,3.35,3,150,500.00,
539551,NH          ,B ,Q,274.00,276.40,269.35,273.10,273.05,273.80,31,984,270661.00,
539570,OFSTECH     ,M ,Q,18.45,19.60,18.45,19.10,19.10,17.30,3,18000,342900.00,
539595,NATECO      ,X ,Q,91.60,91.95,91.60,91.70,91.70,91.55,130,55787,5120375.00,
539597,JSLHISAR    ,B ,Q,189.40,191.30,183.60,184.50,184.50,186.35,2339,286853,54086997.00,
539599,KEL         ,X ,Q,16.50,16.50,16.50,16.50,16.50,16.90,1,100,1650.00,
539620,AINFRA      ,XT,Q,33.70,37.20,33.70,37.10,37.10,35.45,15,601,22130.00,
539636,PRECAM      ,B ,Q,102.10,102.10,100.10,100.60,100.50,100.15,29,1200,120693.00,
539658,TEAMLEASE   ,B ,Q,2770.00,2793.00,2600.00,2661.60,2661.60,2718.70,710,5198,13971748.00,
539678,QUICKHEAL   ,B ,Q,333.85,338.40,328.05,332.70,332.70,329.70,890,55196,18432568.00,
539679,KAPILRAJ    ,X ,Q,16.45,16.45,16.45,16.45,16.45,17.30,19,3531,58084.00,
539686,KPEL        ,M ,Q,285.00,295.00,285.00,295.00,295.00,285.00,2,16000,4712000.00,
539692,IFINSER     ,XT,Q,27.05,27.05,27.05,27.05,27.05,27.65,3,139,3759.00,
539693,ALORA       ,X ,Q,2.43,2.43,2.43,2.43,2.43,2.47,8,732,1778.00,
539724,HYPERSOFT   ,X ,Q,9.25,9.25,9.25,9.25,9.25,8.00,1,1,9.00,
539725,GOKULAGRO   ,B ,Q,21.50,21.65,21.25,21.55,21.55,21.75,20,1151,24751.00,
539742,SIMBHALS    ,B ,Q,13.00,15.40,13.00,14.02,13.84,13.36,141,13954,199559.00,
539770,DARJEELING  ,XT,Q,19.98,19.98,19.50,19.60,19.60,19.50,16,2384,47558.00,
539785,PDMJEPAPER  ,B ,Q,29.40,29.40,28.40,28.55,28.55,28.85,49,8333,239457.00,
539787,HCG         ,B ,Q,305.05,305.05,299.10,299.65,302.30,304.95,115,4305,1300991.00,
539798,UMIYA       ,M ,Q,90.00,91.35,89.20,90.50,90.50,90.00,6,15000,1348437.00,
539799,BHARATWIRE  ,B ,Q,115.00,125.80,114.55,123.75,123.75,114.10,231,18595,2252928.00,
539804,H1190M36RD  ,F ,Q,9.95,9.95,8.15,8.15,8.15,9.05,2,5000,46150.00,
539807,INFIBEAM    ,A ,Q,170.60,170.60,166.45,167.25,167.50,167.10,1614,928699,155197229.00,
539839,FRANKLIN    ,M ,Q,18.70,18.85,18.25,18.25,18.25,18.95,3,24000,446400.00,
539843,NINSYS      ,M ,Q,17.80,17.80,17.80,17.80,17.80,17.80,2,10000,178000.00,
539844,EQUITAS     ,A ,Q,153.30,159.80,152.65,155.80,155.80,150.70,3809,365950,57429756.00,
539854,HALDER      ,XT,Q,7.80,7.80,7.80,7.80,7.80,8.20,1,10,78.00,
539861,SKIL        ,T ,Q,25.70,25.75,25.70,25.70,25.70,27.05,19,10950,281425.00,
539871,THYROCARE   ,B ,Q,682.55,690.00,665.00,669.90,670.00,677.90,139,903,608581.00,
539874,UJJIVAN     ,A ,Q,407.00,412.30,401.75,405.15,405.15,404.05,1300,109741,44697980.00,
539876,CROMPTON    ,A ,Q,228.10,235.00,228.10,232.35,232.35,229.45,422,27283,6280789.00,
539883,PILANIINVS  ,T ,Q,2682.05,2682.05,2682.05,2682.05,2682.05,2692.50,1,1,2682.00,
539884,DARSHANORNA ,M ,Q,88.75,88.75,88.75,88.75,88.75,89.00,1,2000,177500.00,
539889,PARAGMILK   ,A ,Q,315.00,319.70,311.05,313.90,313.90,310.45,1782,150732,47497731.00,
539917,NAGARFERT   ,B ,Q,17.90,18.15,17.50,17.55,17.50,17.80,907,28364,503466.00,
539939,YASHCHEM    ,M ,Q,70.05,71.45,70.05,71.45,71.45,71.45,2,7500,530625.00,
539940,MAXVIL      ,B ,Q,72.70,74.00,72.00,73.75,72.60,72.70,123,11927,872407.00,
539944,RXXX1SR2G   ,F ,Q,10.75,10.77,10.75,10.77,10.77,10.71,4,37500,403375.00,
539945,NV20IWIN    ,B ,Q,49.00,49.13,48.94,49.13,49.13,46.82,3,279,13654.00,
539956,TAALENT     ,X ,Q,145.00,145.00,138.00,138.00,138.00,140.00,11,353,49414.00,
539957,MGL         ,A ,Q,888.05,901.55,888.05,895.90,895.90,890.95,494,10483,9399143.00,
539962,QFSL        ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,3,1501,285.00,
539963,ZEAL        ,M ,Q,511.00,511.00,511.00,511.00,511.00,514.90,1,250,127750.00,
539978,QUESS       ,B ,Q,1160.05,1171.85,1143.00,1162.05,1168.00,1158.85,453,6806,7909052.00,
539979,DIGJAMLTD   ,B ,Q,10.15,10.34,10.01,10.19,10.20,10.14,42,11653,118302.00,
539980,MIDCAPIWIN  ,B ,Q,75.00,75.00,74.00,74.00,74.00,72.77,5,66,4948.00,
539981,MAXINDIA    ,A ,Q,82.00,82.00,79.25,79.75,79.75,80.00,1255,97369,7780405.00,
539984,HUIL        ,X ,Q,955.00,1029.90,951.60,951.60,951.60,1000.00,4,9,8881.00,
539992,LLOYDSTEEL  ,T ,Q,1.29,1.30,1.26,1.29,1.30,1.26,114,485619,629541.00,
539997,KPL         ,MT,Q,48.75,48.75,48.75,48.75,48.75,48.25,1,3000,146250.00,
540001,IPRU2826    ,F ,Q,11.27,11.27,11.27,11.27,11.27,10.27,1,1,11.00,
540005,LTI         ,A ,Q,1660.00,1689.10,1586.45,1594.40,1589.95,1664.80,1893,23079,37208195.00,
540006,BULL        ,XT,Q,140.50,140.90,133.00,140.85,140.85,134.30,71,16338,2246279.00,
540023,MIENT       ,X ,Q,29.65,29.70,28.10,29.30,29.25,28.95,67,2271,65812.00,
540024,ASHARI      ,X ,Q,72.45,72.45,68.90,70.75,70.75,69.90,341,106182,7436222.00,
540025,ADVENZYMES  ,A ,Q,254.85,261.00,250.05,254.40,254.40,250.70,1252,62723,16032347.00,
540027,PTIL        ,M ,Q,230.00,240.00,215.00,216.55,215.00,229.20,29,112500,24581775.00,
540047,DBL         ,A ,Q,1165.75,1185.00,1149.75,1162.60,1162.60,1160.30,1314,28550,33343714.00,
540048,SPAL        ,B ,Q,366.25,370.00,360.25,369.90,370.00,367.05,46,3234,1185095.00,
540061,BIGBLOC     ,B ,Q,165.00,171.25,164.50,166.65,167.50,167.90,119,13685,2270057.00,
540063,ECS         ,X ,Q,4.02,4.02,4.02,4.02,4.02,4.10,38,8341,33530.00,
540064,FRETAIL     ,A ,Q,605.00,623.85,594.00,609.65,609.65,594.75,880,27471,16651398.00,
540065,RBLBANK     ,A ,Q,524.50,545.00,524.50,536.20,536.20,519.75,6089,378328,203564730.00,
540071,CAMSONSEEDS ,XT,Q,24.05,25.50,24.05,24.70,24.60,24.45,35,13410,334531.00,
540073,BLS         ,B ,Q,144.45,150.00,144.45,148.45,148.30,144.05,702,85681,12615903.00,
540081,GOVNOW      ,T ,Q,8.92,8.92,8.12,8.44,8.12,8.50,3,1050,8860.00,
540082,RSTL        ,M ,Q,40.05,40.05,40.05,40.05,40.05,41.00,1,3000,120150.00,
540083,TVVISION    ,B ,Q,14.50,14.50,13.30,13.60,13.30,13.85,73,10758,147381.00,
540108,TAHL        ,X ,Q,11.98,11.98,11.21,11.65,11.65,11.79,49,92370,1042233.00,
540115,LTTS        ,A ,Q,1345.05,1364.25,1311.05,1338.20,1338.20,1343.50,912,16829,22553249.00,
540124,GNA         ,B ,Q,568.00,568.00,553.55,556.80,555.00,553.90,413,9495,5318874.00,
540133,ICICIPRULI  ,B ,Q,431.10,447.00,427.65,432.95,432.95,430.95,3934,134805,58849325.00,
540134,IISL        ,X ,Q,21.25,21.25,20.95,21.15,21.15,21.50,384,25668,541722.00,
540136,HPL         ,B ,Q,113.50,115.90,113.50,114.45,114.20,113.55,88,5365,615585.00,
540143,SAGARSOFT   ,X ,Q,81.25,85.40,81.00,83.90,83.95,80.20,15,1133,93179.00,
540144,DRA         ,M ,Q,28.50,28.50,28.50,28.50,28.50,27.20,5,15000,427500.00,
540145,VALIANTORG  ,M ,Q,804.00,862.70,804.00,861.20,860.00,872.00,5,1500,1274610.00,
540146,ACML        ,M ,Q,195.00,196.00,195.00,196.00,196.00,194.50,4,8000,1564400.00,
540150,MHEL        ,M ,Q,57.45,58.25,57.40,58.15,58.25,56.10,11,66000,3813000.00,
540153,ENDURANCE   ,B ,Q,1282.00,1292.90,1261.20,1284.05,1280.50,1277.65,154,730,932784.00,
540173,PNBHOUSING  ,A ,Q,1372.90,1380.60,1350.00,1362.85,1358.00,1368.80,307,4277,5855506.00,
540175,REGENCY     ,XT,Q,44.80,45.00,43.95,45.00,45.00,44.50,75,9090,402539.00,
540180,VBL         ,B ,Q,646.00,658.80,638.80,644.05,644.05,645.10,285,6162,3975535.00,
540189,UPROTECH    ,Z ,Q,2.63,2.63,2.63,2.63,2.63,2.63,2,445,1170.00,
540192,LKPSEC      ,X ,Q,23.00,23.00,22.05,22.60,22.55,21.40,100,43304,978378.00,
540203,SFL         ,B ,Q,1482.00,1535.00,1449.00,1511.85,1530.00,1466.85,38,135,198974.00,
540205,AVL         ,M ,Q,91.85,91.85,91.85,91.85,91.85,91.80,1,2000,183700.00,
540210,TMRVL       ,B ,Q,105.55,106.50,101.00,101.95,101.95,106.30,166,13744,1408382.00,
540212,TCIEXP      ,B ,Q,544.60,558.00,540.00,549.45,545.05,539.60,232,5109,2792675.00,
540222,LAURUSLABS  ,A ,Q,505.55,507.60,502.55,504.85,504.85,507.20,238,7933,4002906.00,
540243,NEWLIGHT    ,XT,Q,24.70,27.00,24.70,26.75,26.75,25.95,31,14827,392056.00,
540251,AXISE1GPG   ,B ,Q,10.08,12.32,10.08,12.32,12.32,11.20,5,1025,10387.00,
540266,GLCL        ,XT,Q,35.15,35.15,35.15,35.15,35.15,35.20,85,10000,351500.00,
540267,FLORACORP   ,XT,Q,11.35,11.91,11.35,11.91,11.91,11.35,23,17200,204340.00,
540268,DHANVARSHA  ,XT,Q,39.05,39.05,36.50,36.75,36.50,37.20,17,25000,941754.00,
540269,SKL         ,M ,Q,12.50,12.50,12.00,12.25,12.00,12.50,2,20000,245000.00,
540293,PRICOLLTD   ,B ,Q,99.90,100.05,96.40,97.35,97.35,97.85,262,23256,2290188.00,
540311,JITFINFRA   ,T ,Q,34.65,36.85,34.55,36.00,36.85,35.10,28,1621,57542.00,
540358,RMC         ,M ,Q,93.50,93.50,89.70,89.70,89.70,86.95,2,8000,732800.00,
540360,LLFICL      ,XT,Q,18.80,18.80,18.80,18.80,18.80,18.70,1,200,3760.00,
540361,DANUBE      ,XT,Q,1.71,1.71,1.71,1.71,1.71,1.74,21,11000,18810.00,
540366,RADIOCITY   ,B ,Q,382.35,392.35,382.35,385.55,385.55,387.50,37,561,217657.00,
540376,DMART       ,A ,Q,1490.25,1496.00,1478.05,1483.75,1483.75,1474.15,1551,39073,58102643.00,
540386,ONTIC       ,XT,Q,13.10,13.10,13.10,13.10,13.10,12.55,1,100,1310.00,
540393,SMLT        ,M ,Q,58.00,58.00,56.00,56.00,56.00,57.00,4,8000,455000.00,
540403,CLEDUCATE   ,B ,Q,200.50,213.90,200.50,207.55,207.55,203.10,62,51261,10708027.00,
540405,OCEANIC     ,M ,Q,108.00,108.00,108.00,108.00,108.00,108.00,5,13000,1404000.00,
540425,SHANKARA    ,B ,Q,1975.00,1995.75,1926.60,1940.30,1940.30,1948.15,2119,24797,48686879.00,
540497,SCHAND      ,B ,Q,409.00,410.90,395.00,402.60,395.00,403.95,145,1639,668618.00,
